origin,dest,nation,n,p1,p99,n_clipped,cutoff_computed_on,sample
YHZ,IAD,US,40,-17.14872549019607,30.09110983102917,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHZ,JFK,US,77,-9.963270277816559,10.0297075717565,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHZ,LGA,US,20,-9.899287829486397,6.81866452624127,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHZ,ORD,US,69,-17.271461110635745,17.56450574712641,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YHZ,PHL,US,66,-10.136924648786714,8.163633082513716,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YIG,KEH,US,3,-66.25550699300699,-4.690833333333338,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YKA,SEA,US,12,-4.997659365106534,30.46696885428256,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YKF,DTW,US,36,-2.9593199436222672,5.723135406615613,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YKF,ORD,US,29,-3.2136843356162217,4.169927804221025,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YLW,LAX,US,1,-12.454301075268802,-12.454301075268802,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YLW,SEA,US,255,-5.815416700314943,6.2855695343042,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YMP,KEH,US,2,-29.32161283891547,-18.931776315789463,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,ALB,US,4,0.8104260687979831,3.9742597293675916,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,ATL,US,66,-7.862314882697946,7.573600310180573,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,BOS,US,23,-26.038039498455504,4.964445977295277,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,BWI,US,66,-8.246937687290675,6.038285626811604,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,CLT,US,36,-5.902685185185181,11.246144354293445,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,DTW,US,269,-40.127503097286564,43.147993780573024,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,EWR,US,259,-15.64982337662337,5.6584029709504495,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,IAD,US,157,-3.7669029435820964,3.6211375665232897,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,JFK,US,29,-7.004980030721965,5.064000000000001,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,LGA,US,12,-2.130163976522377,2.2913245581574437,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,ORD,US,289,-5.932382363660329,7.784678667445941,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,PHL,US,210,-15.146096423500245,7.009465165265112,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,PIT,US,27,-4.439180735930733,9.464379870542473,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YOW,SYR,US,28,-1.9158567871563634,9.994462650808593,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YPW,KEH,US,10,-37.11458333333332,8.31625,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQB,BOS,US,9,-20.78665909395606,-11.12990045675957,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQB,CLE,US,4,-4.3850833333333235,3.1158750000000026,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQB,DTW,US,85,-7.146002956264669,7.322174397031542,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQB,EWR,US,246,-15.195353195937875,5.148260073260068,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQB,IAD,US,4,-6.626090100111234,1.0592536050156676,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQB,JFK,US,24,-7.55857142857143,5.730436828600194,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQB,ORD,US,102,-14.542235221674872,11.994211945461942,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQB,PHL,US,61,-7.0224319958648405,8.597117276618855,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQK,LYU,US,2,3.2743693792766386,21.748769265232973,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQM,EWR,US,78,-5.870891129032259,19.327760919540243,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQR,DEN,US,44,-5.842203389830511,4.681878487344978,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQR,MSP,US,231,-8.355079323109464,11.364418562998425,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQR,ORD,US,29,-5.419204301075278,7.71567816091955,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQT,MSP,US,136,-24.198494073766835,6.019741834417611,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YQX,EWR,US,2,-6.254166666666666,5.587499999999981,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YTG,KEH,US,5,-26.4,60.0,1,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YTM,EWR,US,7,-7.198333333333334,19.988470803706104,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,ALB,US,4,-2.567386747771239,4.256561663143053,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,ATL,US,316,-10.022851662404083,10.458888978156526,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,BDL,US,24,-23.3699594077548,2.64807681925337,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,BOS,US,82,-7.712566916134712,3.8308333892237276,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,BUF,US,23,-3.2758787541713037,5.68829190904284,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,BWI,US,28,-4.43025034422613,2.9969784261095294,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,CLE,US,177,-22.58506777427314,6.180857065741304,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,CLT,US,158,-13.096925255704146,8.747414492753633,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,CVG,US,155,-13.747591836734694,12.275427512063699,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,DCA,US,1,2.5587148700356295,2.5587148700356295,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,DFW,US,239,-11.69859283154121,17.422806758832564,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,DTW,US,388,-8.084131498532427,7.933898299965151,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,EWR,US,306,-14.244243394337737,17.048758183628298,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,IAD,US,217,-5.70393564135181,4.860043459365499,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,IAH,US,27,-18.084834408602163,4.573956989247289,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,JFK,US,258,-23.77508206905184,21.274295572283073,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,LGA,US,278,-15.407415632902595,14.372834203219918,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
YUL,MIA,US,353,-11.38912135176653,11.375153344986497,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
