origin,dest,nation,n,p1,p99,n_clipped,cutoff_computed_on,sample
JFK,BOG,US,79,-12.025999999999975,14.224645909645925,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,BRU,US,358,-23.320024415780882,26.53285335354301,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,BUD,US,57,-22.074142857142864,27.96875213675215,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,BZE,US,1,-4.538636363636385,-4.538636363636385,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,CAI,US,71,-20.62377622377621,30.83921568627448,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,CCS,US,256,-7.488333333333342,13.488859649122814,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,CDG,US,386,-21.476345402895525,31.134907067742756,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,CPH,US,110,-18.02800000000001,26.815181109002737,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,CTG,US,108,-12.220994789524228,11.191002331002323,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,CUN,US,263,-12.241802280781195,13.787889087537259,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,CUR,US,77,-6.112057712402539,8.680320512820492,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,DEL,US,24,-31.12366666666669,19.691761904761883,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,DKR,US,91,-10.446666666666648,9.348076923076857,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,DSS,US,50,-15.155416666666664,21.44674999999996,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,DUB,US,182,-18.228415673211803,27.69158333333333,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,EDI,US,43,-18.801429378531076,12.44368347338933,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,EZE,US,334,-32.14164627363742,18.370639693821747,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,FBU,US,22,-15.381871456500482,11.286932959201351,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,FCO,US,363,-21.669169479267133,25.60804488273348,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,FRA,US,368,-22.692933467741934,25.909188693293768,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,GCM,US,101,-9.524137931034488,14.525000000000006,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,GEO,US,157,-94.6207086247086,183.1315555555555,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,GIG,US,162,-25.57819480519479,27.605574500768046,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,GLA,US,5,-9.77603940886694,7.229032258064503,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,GND,US,115,-10.53150000000001,10.324972527472541,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,GRU,US,377,-31.63083776144716,25.53646236559148,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,GUA,US,25,-18.363540600667434,15.168142857142863,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,GVA,US,7,-12.38126227795193,15.299655224703615,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,GYE,US,26,-19.340999096669506,4.89218675512474,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,HAM,US,6,-35.36240790459544,20.75284123770965,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,HAV,US,21,-11.409176863181324,4.798949964981694,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,HEL,US,36,-28.771381578947363,13.262461149961142,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,HND,US,2,-9.506812754912891,-0.6905917686317151,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,IST,US,172,-25.520150537634425,23.318232526881697,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,KBP,US,21,-14.922504456328022,25.739723320158145,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,KEF,US,58,-13.997474747474747,13.848485230503032,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,KIN,US,240,-12.580232534226433,13.01151299283151,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,LGW,US,15,-16.522852764094175,11.716468298109,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,LHR,US,388,-19.824140218450044,24.462298670526387,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,LIR,US,117,-15.428282828282846,16.086000000000038,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,LIS,US,140,-18.17269267997581,22.369352008456637,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,LOS,US,5,-13.35102897102896,6.816465201465271,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,LRM,US,76,-10.656250000000007,14.37896825396826,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,MAD,US,361,-23.989097274318624,25.763709677419342,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,MAN,US,163,-22.375860119047612,34.12303333333328,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,MBJ,US,384,-11.57631259600614,12.427844086021505,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,MEX,US,384,-12.316270353302622,19.475896057347676,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,MUC,US,117,-32.847700737444846,27.969653874675554,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,MXP,US,374,-25.684874193548378,26.22718112036939,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,NAS,US,257,-9.28612103552821,9.43253250715074,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,NCE,US,325,-25.43563133640554,25.80527188940094,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,NRT,US,297,-20.739407548972753,26.099268817204262,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,ORY,US,93,-19.92910645379379,24.350612262783564,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,OSA,US,8,-3.1579450549450905,20.18384615384617,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,OTP,US,3,-11.281341503268019,-2.4024934640522746,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,PAP,US,361,-10.12641253324266,13.408444243928098,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,PLS,US,260,-9.399546067631452,12.873989898989905,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,POP,US,349,-9.513679653679668,10.051999999999996,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,POS,US,87,-7.846202797202782,10.324835971757755,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,PRG,US,69,-27.90065424430642,13.217392340695957,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,PSA,US,32,-14.447053921568608,20.286777777777807,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,PTP,US,4,-10.020782967032952,1.8947756410256489,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,PUJ,US,250,-10.19884159215102,12.29876028921024,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,PVR,US,26,-9.087500000000006,17.837500000000006,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,SDQ,US,386,-9.340873015873019,11.372756896928022,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,SJD,US,27,-28.08322580645161,17.377499999999994,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,SJO,US,47,-17.2799262672811,22.694512605041997,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,SKB,US,113,-17.776666666666667,14.212698412698417,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,SNN,US,78,-17.210500770734658,31.885941176470578,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,STI,US,236,-8.524331351290803,8.2443785719987,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,STN,US,9,-30.80089519512581,6.510992822966479,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,STR,US,1,8.133333333333326,8.133333333333326,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,SVO,US,294,-21.5987356321839,29.23740229885056,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,SXM,US,377,-9.975973577708514,10.797688751926055,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,TLV,US,264,-37.16276418242488,27.664804254831587,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,TXL,US,120,-24.851279569892466,27.033122607532338,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,UVF,US,167,-10.699901226643822,7.558229166666662,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,VCE,US,199,-18.326937111885307,22.057656565656586,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,VIE,US,25,-25.9825,26.660994397759097,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,VLC,US,6,-8.619705882352957,4.231711601307183,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,YHZ,US,76,-3.2360355577336684,5.8049880634729725,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,YOW,US,29,-4.619037025266169,3.8889578163771654,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,YQB,US,24,-5.057451522204327,1.8666850273966544,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,YUL,US,258,-27.90558507060676,31.34117537913891,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,YVR,US,68,-12.820614880731698,23.35227339901477,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,YYG,US,11,-23.1855870279146,3.132741935483863,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,YYZ,US,237,-4.382862317977235,5.738593502308149,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JFK,ZRH,US,298,-23.93748662636766,26.936321536400992,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JNB,ATL,US,139,-20.816099369670024,16.97416243526582,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JNB,EWR,US,24,-17.200004918015935,17.586589655172446,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
JON,MAJ,US,143,-8.5254700854701,10.257777777777791,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KBP,JFK,US,21,-15.11822341057632,14.140952380952381,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEF,DTW,US,6,-8.646360930735886,3.169204439351438,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEF,EWR,US,9,-11.913419354838757,1.0200704241994731,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEF,JFK,US,58,-16.82693852921274,19.017865056090876,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEF,MSP,US,20,-8.954065476190456,12.403797101449301,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEF,ORD,US,9,-9.872432905741048,1.7992437876299867,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YBL,US,4,-16.098201058201045,52.20064935064935,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YCF,US,8,-20.981923076923078,28.414375,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YDS,US,6,7.238942307692295,57.01094399881165,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YHH,US,11,-26.64034090909091,9.31607142857143,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YIG,US,5,-6.595054945054927,3.7848484848484802,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YMP,US,3,-17.798050682261206,26.493094828574694,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YPW,US,8,-16.022377597402595,18.714399999999998,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YTG,US,5,-45.6,28.799999999999997,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YWH,US,31,-30.756457281457287,7.241298076923073,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,YZT,US,2,7.97159092584402,82.70762549756745,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KEH,ZNA,US,15,-21.835899572649573,28.90021851851852,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KHH,GUM,US,16,-12.102777777777773,13.374166666666667,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIJ,GUM,US,169,-7.386666666666673,9.729999999999993,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIN,ATL,US,125,-8.293674339300923,6.839189633895514,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIN,EWR,US,8,-4.386422267025079,7.746386446886469,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIN,FLL,US,206,-7.696004689754688,4.982521566289001,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIN,JFK,US,310,-9.89006935187868,8.810435781097294,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIN,MIA,US,386,-3.2962149435489656,3.7527353504600938,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,DFW,US,14,-93.06210116199588,349.05824014336923,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,DTW,US,150,-23.169392658509494,16.545953930292892,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,GUM,US,253,-5.24013915243516,6.774989848860806,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,HNL,US,324,-30.335992921427827,87.93709677419336,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,LAX,US,61,-24.712770065183804,15.793763440860175,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,MSP,US,7,-21.0066875522138,0.0888571428571813,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,ORD,US,8,-13.31816772910067,35.06147701149422,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,SEA,US,74,-18.930770161290322,13.419059499661875,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,SFO,US,295,-21.996990147783286,42.63876394061035,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KIX,SPN,US,39,-6.515308823529415,8.106349924585214,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KOA,HND,US,16,-18.881818181818204,29.749999999999993,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KWA,HNL,US,4,-8.823902777777754,7.788125,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
KWI,IAD,US,87,-30.60165898617518,77.50091176470589,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAN,CUN,US,8,-6.098345022624429,10.763653846153836,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAP,LAX,US,55,-12.688160910297142,32.07021978021979,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAS,MEX,US,19,-7.0287668418537885,4.874081610146111,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAS,NRT,US,11,-24.703888888888912,36.51615384615379,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAS,PVR,US,19,-33.368129032258054,18.439999999999998,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAS,SJD,US,22,-21.43572296015181,161.03196774193532,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAS,YEG,US,41,-13.926240694789072,28.7942839418646,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAS,YVR,US,142,-17.971989779623126,23.304939364721978,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAS,YYC,US,37,-5.8696315449256655,10.695704301075265,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAS,YYZ,US,57,-11.942297435897435,19.566304147465367,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,ACA,US,67,-9.600857142857134,13.608467741935492,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,AGU,US,4,-6.710260419418086,0.1993145202020184,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,AKL,US,131,-21.80798408488065,24.403719656239748,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,BJX,US,86,-21.098123543123545,14.06922392824571,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,BNE,US,1,5.353479853479826,5.353479853479826,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,BZE,US,71,-10.486764934840286,11.116136363636349,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,CDG,US,41,-22.492169076751928,30.157850195781297,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,CUN,US,249,-15.748606060606043,33.1846666666667,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,DGO,US,21,-16.825,5.850000000000005,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,FRA,US,37,-18.850614121510745,23.571620689655145,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,GDL,US,388,-7.859949359713088,9.614639890576473,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,GRU,US,52,-19.448817204301104,14.69970320558193,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,GUA,US,376,-10.164289212485322,10.881787330316733,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,HKG,US,102,-22.527389608636966,20.095491228070085,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,HND,US,103,-32.67402961396086,27.487927512050398,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,KIX,US,61,-13.877690014903077,16.1243102102345,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,LAP,US,54,-12.402465423858246,45.05975641025639,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,LHR,US,383,-22.01581720430105,24.500407709624525,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,LIR,US,94,-10.559861111111108,16.132649831649772,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,LTO,US,203,-21.568830645161295,26.15523755656107,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,MBJ,US,8,-3.2254999999999985,11.049499999999997,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,MEL,US,56,-13.262198097601356,18.160700992555846,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,MEX,US,385,-8.296830608615851,8.29185755336616,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,MLM,US,4,-0.4852008861236837,6.449367307692337,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,MTY,US,10,-4.586681497960709,2.4527293470992766,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,MZT,US,387,-5.720256290773525,9.131638528138511,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,NAN,US,2,-41.86183333333329,-23.421499999999902,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,NRT,US,379,-23.53582417582416,22.478778334645583,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,OSA,US,32,-17.521361065405205,13.35695652173912,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,PEK,US,3,0.23062812811953562,11.349522084367301,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,PPT,US,4,-3.4236864801865523,15.066978021977993,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,PVG,US,82,-22.039096870118705,12.119224308067293,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,PVR,US,388,-6.555351966873706,8.876066586165264,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,SAL,US,251,-13.555682239525396,8.897124739158897,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,SEL,US,20,-29.749910464241314,11.618577956989242,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,SJD,US,388,-5.3163918155443675,5.968533188766064,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,SJO,US,107,-7.250028831767284,9.276303030302993,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,SYD,US,387,-16.65725080126837,20.637646231217353,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,TPE,US,13,-15.424051282051309,37.81179487179481,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,YLW,US,1,16.626923076923077,16.626923076923077,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,YVR,US,368,-7.817632389406573,11.55471852402427,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,YYC,US,87,-8.90064738598444,37.99606451612914,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,YYZ,US,197,-10.02236559139785,9.452857142857127,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,ZIH,US,351,-8.653183023872671,12.447916666666671,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LAX,ZLO,US,259,-9.721980676328492,10.107692307692282,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGA,AUA,US,59,-19.753250000000005,14.399500000000009,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGA,BDA,US,89,-5.225369458128086,7.908052898282048,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGA,FPO,US,53,-10.914000000000009,15.895999999999995,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGA,NAS,US,252,-8.485209283819628,18.02287272727275,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGA,YHZ,US,20,-7.302378090588164,5.6854004820170445,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGA,YOW,US,12,0.8729128361031941,4.467423466896334,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGA,YUL,US,278,-19.87797187681257,14.388731488213677,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGA,YYZ,US,371,-4.091546504250281,5.5185002982511255,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,ATL,US,244,-23.517612551958333,25.497532683503216,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,BOS,US,59,-18.954967741935484,22.422076612903233,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,BWI,US,20,-32.65945451127818,16.199108896850273,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,CLE,US,45,-13.365526519894171,17.924880131362887,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,CLT,US,167,-24.801693778145392,23.7958406165581,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,CVG,US,212,-21.48176190476192,27.722764430971296,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,DEN,US,39,-31.010915750915803,14.084478178368078,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,DFW,US,196,-23.32241121872474,36.37052603025811,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,DTW,US,189,-32.04356521739132,25.528951152073756,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,EWR,US,202,-25.544639784946213,25.670391396852917,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,IAH,US,202,-23.919623188405858,23.664120042305683,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,JFK,US,15,-18.08240445733353,7.9369017222117675,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,MIA,US,33,-39.8716344086022,17.56901075268816,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
LGW,MSP,US,191,-17.181935483870994,21.52155212716222,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
