nation,year,n_rows,n_air_time_valid,n_air_time_zero,n_air_time_null,n_ramp_valid,n_ramp_zero,n_ramp_null,dep_total,median_departures,dep_home0,share_air_time_valid,share_air_time_zero,share_air_time_null,share_ramp_valid,share_ramp_zero,share_ramp_null,share_dep_home0,covid_flag,match_sensitive,gate_g6_pass
PT,2008,97,0,97,0,0,97,0,1098.0,10.0,124.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11293260473588343,False,False,False
PT,2009,121,0,121,0,0,121,0,1299.0,9.0,206.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1585835257890685,False,False,False
PT,2010,119,0,119,0,0,119,0,1430.0,10.0,240.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16783216783216784,False,False,False
PT,2011,140,0,140,0,0,140,0,1661.0,10.0,234.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14087898856110775,False,False,False
PT,2012,157,0,157,0,0,157,0,1804.0,10.0,232.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1286031042128603,False,False,False
PT,2013,163,0,163,0,0,163,0,1823.0,11.0,216.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11848601206801974,False,False,False
PT,2014,166,0,166,0,0,166,0,1944.0,11.0,188.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09670781893004116,False,False,False
PT,2015,183,0,183,0,0,183,0,1907.0,9.0,150.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07865757734661773,False,False,False
PT,2016,215,0,215,0,0,215,0,2797.0,9.0,150.0,0.0,1.0,0.0,0.0,1.0,0.0,0.053628888094386845,False,False,False
PT,2017,273,0,273,0,0,273,0,3739.0,9.0,116.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03102433805830436,False,False,False
PT,2018,271,0,271,0,0,271,0,3704.0,9.0,88.0,0.0,1.0,0.0,0.0,1.0,0.0,0.023758099352051837,False,False,False
PT,2019,283,0,283,0,0,283,0,4853.0,19.0,131.0,0.0,1.0,0.0,0.0,1.0,0.0,0.026993612198640018,False,False,False
PT,2020,191,0,191,0,0,191,0,2096.0,9.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,0.029103053435114504,True,False,False
PT,2021,207,0,207,0,0,207,0,3359.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
PT,2022,309,0,309,0,0,309,0,5845.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
PT,2023,353,0,353,0,0,353,0,7706.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
PT,2024,407,0,407,0,0,407,0,8689.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
PT,2025,391,0,391,0,0,391,0,8692.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
PY,1990,52,0,52,0,0,52,0,336.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
PY,1991,55,0,55,0,0,55,0,335.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
PY,1992,51,0,51,0,0,51,0,351.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
PY,1993,26,0,26,0,0,26,0,346.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
PY,1994,6,0,6,0,0,6,0,71.0,14.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2007,26,0,26,0,0,26,0,566.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2008,50,0,50,0,0,50,0,1330.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2009,68,0,68,0,0,68,0,2014.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2010,72,0,72,0,0,72,0,2190.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2011,72,0,72,0,0,72,0,2184.0,30.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2012,72,0,72,0,0,72,0,2196.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2013,90,0,90,0,0,90,0,2660.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2014,140,0,140,0,0,140,0,4194.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2015,168,0,168,0,0,168,0,5138.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2016,224,0,224,0,0,224,0,7238.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2017,240,0,240,0,0,240,0,7974.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2018,240,0,240,0,0,240,0,8008.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2019,240,0,240,0,0,240,0,7888.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2020,160,0,160,0,0,160,0,4452.0,29.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
QA,2021,274,0,274,0,0,274,0,7974.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
QA,2022,288,0,288,0,0,288,0,9422.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2023,284,0,284,0,0,284,0,9480.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2024,264,0,264,0,0,264,0,10948.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
QA,2025,339,0,339,0,0,339,0,10696.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1990,54,0,54,0,0,54,0,267.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1991,71,0,71,0,0,71,0,459.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1992,60,0,60,0,0,60,0,394.0,7.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1993,61,0,61,0,0,61,0,345.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1994,53,0,53,0,0,53,0,460.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1995,60,0,60,0,0,60,0,446.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1996,49,0,49,0,0,49,0,313.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1997,73,0,73,0,0,73,0,350.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1998,106,0,106,0,0,106,0,452.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,1999,120,0,120,0,0,120,0,529.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,2000,122,0,122,0,0,122,0,520.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,2001,72,0,72,0,0,72,0,346.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,2002,52,0,52,0,0,52,0,370.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RO,2003,44,0,44,0,0,44,0,344.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RS,2016,14,0,14,0,0,14,0,248.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RS,2017,24,0,24,0,0,24,0,377.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RS,2018,24,0,24,0,0,24,0,389.0,13.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RS,2019,24,0,24,0,0,24,0,361.0,12.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RS,2020,20,0,20,0,0,20,0,246.0,12.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
RS,2021,24,0,24,0,0,24,0,332.0,12.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
RS,2022,24,0,24,0,0,24,0,390.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RS,2023,24,0,24,0,0,24,0,438.0,14.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RS,2024,24,0,24,0,0,24,0,418.0,14.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RS,2025,24,0,24,0,0,24,0,442.0,15.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
RU,1990,165,0,165,0,0,165,0,1188.0,5.0,1188.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,True,False
RU,1991,134,0,134,0,0,134,0,1014.0,6.0,1014.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,True,False
RU,1992,151,0,151,0,0,151,0,1295.0,5.0,747.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5768339768339769,False,True,False
RU,1993,159,0,159,0,0,159,0,1514.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,True,False
RU,1994,160,0,160,0,0,160,0,1225.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,True,False
RU,1995,319,0,319,0,0,319,0,2758.0,5.0,83.0,0.0,1.0,0.0,0.0,1.0,0.0,0.03009427121102248,False,True,False
RU,1996,428,0,428,0,0,428,0,3218.0,5.0,156.0,0.0,1.0,0.0,0.0,1.0,0.0,0.048477315102548164,False,True,False
RU,1997,342,0,342,0,0,342,0,2831.0,7.0,248.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08760155422112328,False,True,False
RU,1998,324,0,324,0,0,324,0,2932.0,8.0,304.0,0.0,1.0,0.0,0.0,1.0,0.0,0.10368349249658936,False,True,False
RU,1999,270,0,270,0,0,270,0,2734.0,9.0,340.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12435991221653256,False,True,False
RU,2000,195,0,195,0,0,195,0,2115.0,9.0,403.0,0.0,1.0,0.0,0.0,1.0,0.0,0.19054373522458629,False,True,False
RU,2001,179,0,179,0,0,179,0,1925.0,10.0,357.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18545454545454546,False,True,False
RU,2002,175,0,175,0,0,175,0,1675.0,9.0,290.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17313432835820897,False,True,False
RU,2003,164,0,164,0,0,164,0,1658.0,8.5,284.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1712907117008444,False,True,False
RU,2004,126,0,126,0,0,126,0,1628.0,10.0,158.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09705159705159705,False,True,False
RU,2005,80,0,80,0,0,80,0,1370.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,True,False
RU,2006,60,0,60,0,0,60,0,1254.0,22.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,True,False
RU,2007,90,0,90,0,0,90,0,2013.0,22.0,710.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35270740188772975,False,True,False
RU,2008,85,0,85,0,0,85,0,1629.0,18.0,300.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1841620626151013,False,True,False
RU,2009,75,0,75,0,0,75,0,1272.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,True,False
RU,2010,89,0,89,0,0,89,0,1405.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,True,False
RU,2011,123,0,123,0,0,123,0,1681.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,True,False
RU,2012,129,0,129,0,0,129,0,2253.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,True,False
RU,2013,341,0,341,0,0,341,0,17778.0,26.0,14754.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8299021262234222,False,True,False
RU,2014,455,0,455,0,0,455,0,29786.0,37.0,26713.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8968307258443564,False,True,False
RU,2015,427,0,427,0,0,427,0,27974.0,51.0,24933.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8912919139200687,False,True,False
RU,2016,502,0,502,0,0,502,0,32181.0,34.5,29503.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9167831950529816,False,True,False
RU,2017,563,0,563,0,0,563,0,36241.0,31.0,33069.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9124748213349522,False,True,False
RU,2018,557,0,557,0,0,557,0,41120.0,59.0,37754.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9181420233463035,False,True,False
RU,2019,584,0,584,0,0,584,0,44459.0,62.0,41248.0,0.0,1.0,0.0,0.0,1.0,0.0,0.927776153309791,False,True,False
RU,2020,322,0,322,0,0,322,0,14602.0,28.0,13640.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9341186138885085,True,True,False
RU,2021,144,0,144,0,0,144,0,2878.0,14.5,1325.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4603891591382905,True,True,False
RU,2022,66,0,66,0,0,66,0,1446.0,27.0,1206.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8340248962655602,False,True,False
RU,2023,156,0,156,0,0,156,0,3715.0,18.0,3715.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,True,False
RU,2024,180,0,180,0,0,180,0,4377.0,17.0,4377.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,True,False
RU,2025,306,0,306,0,0,306,0,5410.0,13.0,5410.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,False,True,False
SA,1990,59,0,59,0,0,59,0,378.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,1991,58,0,58,0,0,58,0,386.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,1992,84,0,84,0,0,84,0,401.0,4.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.07231920199501247,False,False,False
SA,1993,65,0,65,0,0,65,0,419.0,5.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.02386634844868735,False,False,False
SA,1994,71,0,71,0,0,71,0,422.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,1995,70,0,70,0,0,70,0,408.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,1996,85,0,85,0,0,85,0,421.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,1997,78,0,78,0,0,78,0,432.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,1998,77,0,77,0,0,77,0,484.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,1999,68,0,68,0,0,68,0,532.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2000,62,0,62,0,0,62,0,540.0,5.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2001,67,0,67,0,0,67,0,452.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2002,33,0,33,0,0,33,0,236.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2003,29,0,29,0,0,29,0,220.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2004,29,0,29,0,0,29,0,237.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2005,28,0,28,0,0,28,0,260.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2006,33,0,33,0,0,33,0,270.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2007,77,0,77,0,0,77,0,346.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2008,93,0,93,0,0,93,0,423.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2009,96,0,96,0,0,96,0,570.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2010,86,0,86,0,0,86,0,589.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2011,100,0,100,0,0,100,0,833.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2012,99,0,99,0,0,99,0,1195.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2013,127,0,127,0,0,127,0,1399.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2014,121,0,121,0,0,121,0,1692.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2015,124,0,124,0,0,124,0,1768.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2016,128,0,128,0,0,128,0,1850.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2017,130,0,130,0,0,130,0,1808.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2018,123,0,123,0,0,123,0,1748.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2019,125,0,125,0,0,125,0,1765.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2020,109,0,109,0,0,109,0,755.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
SA,2021,87,0,87,0,0,87,0,815.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
SA,2022,120,0,120,0,0,120,0,1565.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2023,80,0,80,0,0,80,0,1051.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2024,115,0,115,0,0,115,0,1617.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SA,2025,120,0,120,0,0,120,0,1690.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,1990,285,0,285,0,0,285,0,5319.0,20.0,474.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08911449520586577,False,False,False
SE,1991,226,0,226,0,0,226,0,4355.0,22.0,473.0,0.0,1.0,0.0,0.0,1.0,0.0,0.10861079219288175,False,False,False
SE,1992,210,0,210,0,0,210,0,4272.0,22.5,478.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11189138576779026,False,False,False
SE,1993,189,0,189,0,0,189,0,4331.0,28.0,419.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09674440083121681,False,False,False
SE,1994,162,0,162,0,0,162,0,4024.0,30.0,430.0,0.0,1.0,0.0,0.0,1.0,0.0,0.10685884691848907,False,False,False
SE,1995,167,0,167,0,0,167,0,4004.0,27.0,668.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16683316683316685,False,False,False
SE,1996,181,0,181,0,0,181,0,4158.0,28.0,581.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13973063973063973,False,False,False
SE,1997,140,0,140,0,0,140,0,3958.0,30.0,194.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04901465386558868,False,False,False
SE,1998,140,0,140,0,0,140,0,4204.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,1999,144,0,144,0,0,144,0,4915.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2000,146,0,146,0,0,146,0,4869.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2001,171,0,171,0,0,171,0,4925.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2002,163,0,163,0,0,163,0,4752.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2003,217,0,217,0,0,217,0,5038.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2004,197,0,197,0,0,197,0,4517.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2005,201,0,201,0,0,201,0,4156.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2006,195,0,195,0,0,195,0,3938.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2007,221,0,221,0,0,221,0,4005.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2008,190,0,190,0,0,190,0,3852.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2009,194,0,194,0,0,194,0,3334.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2010,200,0,200,0,0,200,0,3257.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2011,205,0,205,0,0,205,0,3843.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2012,199,0,199,0,0,199,0,3856.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2013,248,0,248,0,0,248,0,4490.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2014,238,0,238,0,0,238,0,5136.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2015,299,0,299,0,0,299,0,5497.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2016,318,0,318,0,0,318,0,6666.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2017,386,0,386,0,0,386,0,7107.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2018,403,0,403,0,0,403,0,6624.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2019,391,0,391,0,0,391,0,6531.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2020,165,0,165,0,0,165,0,2097.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
SE,2021,205,0,205,0,0,205,0,2649.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True,False,False
SE,2022,339,0,339,0,0,339,0,5640.0,16.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2023,387,0,387,0,0,387,0,7088.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2024,322,0,322,0,0,322,0,7137.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SE,2025,338,0,338,0,0,338,0,7278.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1990,74,0,74,0,0,74,0,1771.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1991,80,0,80,0,0,80,0,1782.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1992,110,0,110,0,0,110,0,2249.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1993,124,0,124,0,0,124,0,2768.0,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1994,123,0,123,0,0,123,0,2896.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1995,132,0,132,0,0,132,0,3070.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1996,144,0,144,0,0,144,0,3396.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1997,145,0,145,0,0,145,0,3446.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1998,152,0,152,0,0,152,0,3683.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,1999,144,0,144,0,0,144,0,3890.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2000,144,0,144,0,0,144,0,4078.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2001,155,0,155,0,0,155,0,4048.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2002,172,0,172,0,0,172,0,4221.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2003,170,0,170,0,0,170,0,4209.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2004,168,0,168,0,0,168,0,4904.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2005,170,0,170,0,0,170,0,5110.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2006,170,0,170,0,0,170,0,5108.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2007,186,0,186,0,0,186,0,5110.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2008,178,0,178,0,0,178,0,4796.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2009,170,0,170,0,0,170,0,4484.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2010,170,0,170,0,0,170,0,4734.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2011,172,0,172,0,0,172,0,4948.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2012,174,0,174,0,0,174,0,4689.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2013,166,0,166,0,0,166,0,4449.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2014,120,0,120,0,0,120,0,3461.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2015,120,0,120,0,0,120,0,3439.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2016,132,0,132,0,0,132,0,3591.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2017,146,0,146,0,0,146,0,4155.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
SG,2018,152,0,152,0,0,152,0,4406.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False
