check,value,n_airborne_min_mean,n_ramp_min_mean,example_origin,example_dest,example_year,example_month,example_departures,example_distance,example_airborne_min_mean,decision
diagnostic_only_gt_1000min_per_dep,1000.7931034482758,1.0,0.0,IAH,SYD,2024,1,29.0,8587.0,1000.7931034482758,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1006.7241379310345,1.0,0.0,IAH,SYD,2024,2,29.0,8587.0,1006.7241379310345,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1016.9642857142857,1.0,0.0,IAH,SYD,2024,3,28.0,8587.0,1016.9642857142857,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1018.8214285714286,1.0,0.0,IAH,SYD,2025,1,28.0,8587.0,1018.8214285714286,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1007.8518518518518,1.0,0.0,IAH,SYD,2025,3,27.0,8587.0,1007.8518518518518,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1006.7142857142857,1.0,0.0,IAH,SYD,2025,10,7.0,8587.0,1006.7142857142857,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1013.1333333333333,1.0,0.0,IAH,SYD,2025,11,30.0,8587.0,1013.1333333333333,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1007.2,1.0,0.0,IAH,SYD,2025,12,30.0,8587.0,1007.2,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1019.4516129032259,1.0,0.0,KIX,DFW,2001,10,31.0,6695.0,1019.4516129032259,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1018.2777777777778,1.0,0.0,KIX,DFW,2001,11,18.0,6695.0,1018.2777777777778,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1001.8,1.0,0.0,LAX,SIN,2017,10,5.0,8758.0,1001.8,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1024.3666666666666,1.0,0.0,LAX,SIN,2017,11,30.0,8758.0,1024.3666666666666,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1033.967741935484,1.0,0.0,LAX,SIN,2017,12,31.0,8758.0,1033.967741935484,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1039.9354838709678,1.0,0.0,LAX,SIN,2018,1,31.0,8758.0,1039.9354838709678,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1041.4285714285713,1.0,0.0,LAX,SIN,2018,2,28.0,8758.0,1041.4285714285713,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1029.3225806451612,1.0,0.0,LAX,SIN,2018,3,31.0,8758.0,1029.3225806451612,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1024.0333333333333,1.0,0.0,LAX,SIN,2018,4,30.0,8758.0,1024.0333333333333,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1078.7,1.0,0.0,LSX,OGG,2001,4,30.0,7144.0,1078.7,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1225.0,1.0,0.0,MPB,NSB,2018,2,46.0,55.0,1225.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1143.0,1.0,0.0,MPB,NSB,2019,12,44.0,55.0,1143.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1017.0166666666667,1.0,0.0,NRT,DFW,2008,11,60.0,6427.0,1017.0166666666667,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1064.7931034482758,1.0,0.0,NRT,EWR,2007,12,29.0,6732.0,1064.7931034482758,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1053.8333333333333,1.0,0.0,NRT,JFK,2008,11,30.0,6745.0,1053.8333333333333,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,2433.0,1.0,0.0,NSB,FLL,2018,2,88.0,59.0,2433.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1244.0,1.0,0.0,NSB,FLL,2019,12,44.0,59.0,1244.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1080.0,1.0,0.0,NSB,MPB,2018,2,45.0,55.0,1080.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1157.0,1.0,0.0,NSB,MPB,2019,12,46.0,55.0,1157.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1001.7857142857143,1.0,0.0,SFO,SIN,2017,2,28.0,8440.0,1001.7857142857143,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1003.6129032258065,1.0,0.0,SFO,SIN,2018,1,31.0,8440.0,1003.6129032258065,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1007.8214285714286,1.0,0.0,SFO,SIN,2018,2,28.0,8440.0,1007.8214285714286,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1004.7,1.0,0.0,SFO,SIN,2019,1,60.0,8440.0,1004.7,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1011.0,1.0,0.0,SFO,SIN,2019,2,51.0,8440.0,1011.0,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1003.7258064516129,1.0,0.0,SFO,SIN,2020,1,62.0,8440.0,1003.7258064516129,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1005.2258064516129,1.0,0.0,SFO,SIN,2024,1,62.0,8440.0,1005.2258064516129,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1004.1607142857143,1.0,0.0,SFO,SIN,2025,2,56.0,8440.0,1004.1607142857143,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1002.016129032258,1.0,0.0,SFO,SIN,2025,12,62.0,8440.0,1002.016129032258,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1019.3548387096774,1.0,0.0,TPE,SFO,2002,5,31.0,6469.0,1019.3548387096774,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1019.7096774193549,1.0,0.0,TPE,SFO,2002,12,31.0,6469.0,1019.7096774193549,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1019.2592592592592,1.0,0.0,TPE,SJC,2001,4,27.0,6499.0,1019.2592592592592,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
diagnostic_only_gt_1000min_per_dep,1019.3333333333334,1.0,0.0,TPE,SJC,2001,5,30.0,6499.0,1019.3333333333334,"NOT EXCLUDED on its own (diagnostic only; see implied_speed_below_50mph for the exclusion actually applied to this row, if any)"
